game,hero,win,side,first_pick_status,pick,order_absolute,order_relative
4063378608,Phantom Lancer,Win,The Dire,First,ban,20,6
4063378608,Necrophos,Loss,The Radiant,Second,pick,8,1
4063378608,Vengeful Spirit,Loss,The Radiant,Second,pick,9,2
4063378608,Tiny,Loss,The Radiant,Second,pick,15,3
4063378608,Puck,Loss,The Radiant,Second,pick,17,4
4063378608,Broodmother,Loss,The Radiant,Second,pick,22,5
4063378608,Enchantress,Loss,The Radiant,Second,ban,2,1
4063378608,Io,Loss,The Radiant,Second,ban,4,2
4063378608,Weaver,Loss,The Radiant,Second,ban,6,3
4063378608,Visage,Loss,The Radiant,Second,ban,12,4
4063378608,Pugna,Loss,The Radiant,Second,ban,14,5
4063378608,Batrider,Loss,The Radiant,Second,ban,19,6
4063402142,Nyx Assassin,Loss,The Dire,Second,pick,8,1
4063402142,Weaver,Loss,The Dire,Second,pick,9,2
4063402142,Lion,Loss,The Dire,Second,pick,15,3
4063402142,Necrophos,Loss,The Dire,Second,pick,17,4
4063402142,Storm Spirit,Loss,The Dire,Second,pick,22,5
4063402142,Enchantress,Loss,The Dire,Second,ban,2,1
4063402142,Io,Loss,The Dire,Second,ban,4,2
4063402142,Wraith King,Loss,The Dire,Second,ban,6,3
4063402142,Earthshaker,Loss,The Dire,Second,ban,12,4
4063402142,Broodmother,Loss,The Dire,Second,ban,14,5
4063402142,Dragon Knight,Loss,The Dire,Second,ban,19,6
4063402142,Crystal Maiden,Win,The Radiant,First,pick,7,1
4063402142,Bloodseeker,Win,The Radiant,First,pick,10,2
4063402142,Rubick,Win,The Radiant,First,pick,16,3
4063402142,Arc Warden,Win,The Radiant,First,pick,18,4
4063402142,Invoker,Win,The Radiant,First,pick,21,5
4063402142,Winter Wyvern,Win,The Radiant,First,ban,1,1
4063402142,Tiny,Win,The Radiant,First,ban,3,2
4063402142,Silencer,Win,The Radiant,First,ban,5,3
4063402142,Zeus,Win,The Radiant,First,ban,11,4
4063402142,Ursa,Win,The Radiant,First,ban,13,5
4063402142,Templar Assassin,Win,The Radiant,First,ban,20,6
4063465788,Crystal Maiden,Win,The Radiant,First,pick,7,1
4063465788,Weaver,Win,The Radiant,First,pick,10,2
4063465788,Clockwerk,Win,The Radiant,First,pick,16,3
4063465788,Pangolier,Win,The Radiant,First,pick,18,4
4063465788,Invoker,Win,The Radiant,First,pick,21,5
4063465788,Enchantress,Win,The Radiant,First,ban,1,1
4063465788,Pugna,Win,The Radiant,First,ban,3,2
4063465788,Necrophos,Win,The Radiant,First,ban,5,3
4063465788,Bloodseeker,Win,The Radiant,First,ban,11,4
4063465788,Rubick,Win,The Radiant,First,ban,13,5
4063465788,Broodmother,Win,The Radiant,First,ban,20,6
4063465788,Clinkz,Loss,The Dire,Second,pick,8,1
4063465788,Shadow Shaman,Loss,The Dire,Second,pick,9,2
4063465788,Nyx Assassin,Loss,The Dire,Second,pick,15,3
4063465788,Mirana,Loss,The Dire,Second,pick,17,4
4063465788,Drow Ranger,Loss,The Dire,Second,pick,22,5
4063465788,Tiny,Loss,The Dire,Second,ban,2,1
4063465788,Winter Wyvern,Loss,The Dire,Second,ban,4,2
4063465788,Silencer,Loss,The Dire,Second,ban,6,3
4063465788,Ursa,Loss,The Dire,Second,ban,12,4
4063465788,Zeus,Loss,The Dire,Second,ban,14,5
4063465788,Visage,Loss,The Dire,Second,ban,19,6
4063439681,Io,Win,The Radiant,First,pick,7,1
4063439681,Gyrocopter,Win,The Radiant,First,pick,10,2
4063439681,Bane,Win,The Radiant,First,pick,16,3
4063439681,Lina,Win,The Radiant,First,pick,18,4
4063439681,Batrider,Win,The Radiant,First,pick,21,5
4063439681,Nyx Assassin,Win,The Radiant,First,ban,1,1
4063439681,Vengeful Spirit,Win,The Radiant,First,ban,3,2
4063439681,Weaver,Win,The Radiant,First,ban,5,3
4063439681,Faceless Void,Win,The Radiant,First,ban,11,4
4063439681,Wraith King,Win,The Radiant,First,ban,13,5
4063439681,Dragon Knight,Win,The Radiant,First,ban,20,6
4063439681,Silencer,Loss,The Dire,Second,pick,8,1
4063439681,Clinkz,Loss,The Dire,Second,pick,9,2
4063439681,Ursa,Loss,The Dire,Second,pick,15,3
4063439681,Mirana,Loss,The Dire,Second,pick,17,4
4063439681,Windranger,Loss,The Dire,Second,pick,22,5
4063439681,Shadow Demon,Loss,The Dire,Second,ban,2,1
4063439681,Pugna,Loss,The Dire,Second,ban,4,2
4063439681,Necrophos,Loss,The Dire,Second,ban,6,3
4063439681,Kunkka,Loss,The Dire,Second,ban,12,4
4063439681,Tiny,Loss,The Dire,Second,ban,14,5
4063439681,Bloodseeker,Loss,The Dire,Second,ban,19,6
4063490254,Shadow Demon,Loss,The Dire,Second,pick,8,1
4063490254,Mirana,Loss,The Dire,Second,pick,9,2
4063490254,Elder Titan,Loss,The Dire,Second,pick,15,3
4063490254,Dragon Knight,Loss,The Dire,Second,pick,17,4
4063490254,Faceless Void,Loss,The Dire,Second,pick,22,5
4063490254,Silencer,Loss,The Dire,Second,ban,2,1
4063490254,Vengeful Spirit,Loss,The Dire,Second,ban,4,2
4063490254,Nyx Assassin,Loss,The Dire,Second,ban,6,3
4063490254,Wraith King,Loss,The Dire,Second,ban,12,4
4063490254,Lina,Loss,The Dire,Second,ban,14,5
4063490254,Magnus,Loss,The Dire,Second,ban,19,6
4063490254,Crystal Maiden,Win,The Radiant,First,pick,7,1
4063490254,Phantom Lancer,Win,The Radiant,First,pick,10,2
4063490254,Tiny,Win,The Radiant,First,pick,16,3
4063490254,Ember Spirit,Win,The Radiant,First,pick,18,4
4063490254,Winter Wyvern,Win,The Radiant,First,pick,21,5
4063490254,Pugna,Win,The Radiant,First,ban,1,1
4063490254,Io,Win,The Radiant,First,ban,3,2
4063490254,Necrophos,Win,The Radiant,First,ban,5,3
4063490254,Earthshaker,Win,The Radiant,First,ban,11,4
4063490254,Kunkka,Win,The Radiant,First,ban,13,5
4063490254,Huskar,Win,The Radiant,First,ban,20,6
4063430773,Weaver,Loss,The Dire,First,pick,7,1
4063430773,Winter Wyvern,Loss,The Dire,First,pick,10,2
4063430773,Dark Willow,Loss,The Dire,First,pick,16,3
4063430773,Wraith King,Loss,The Dire,First,pick,18,4
4063430773,Lina,Loss,The Dire,First,pick,21,5
4063430773,Tiny,Loss,The Dire,First,ban,1,1
4063430773,Silencer,Loss,The Dire,First,ban,3,2
4063430773,Necrophos,Loss,The Dire,First,ban,5,3
4063430773,Phantom Lancer,Loss,The Dire,First,ban,11,4
4063430773,Faceless Void,Loss,The Dire,First,ban,13,5
4063430773,Medusa,Loss,The Dire,First,ban,20,6
4063430773,Mirana,Win,The Radiant,Second,pick,8,1
4063430773,Vengeful Spirit,Win,The Radiant,Second,pick,9,2
4063430773,Bloodseeker,Win,The Radiant,Second,pick,15,3
4063430773,Bane,Win,The Radiant,Second,pick,17,4
4063430773,Dragon Knight,Win,The Radiant,Second,pick,22,5
4063430773,Enchantress,Win,The Radiant,Second,ban,2,1
4063430773,Io,Win,The Radiant,Second,ban,4,2
4063430773,Pugna,Win,The Radiant,Second,ban,6,3
4063430773,Drow Ranger,Win,The Radiant,Second,ban,12,4
4063430773,Ursa,Win,The Radiant,Second,ban,14,5
4063430773,Templar Assassin,Win,The Radiant,Second,ban,19,6
4063481435,Silencer,Loss,The Dire,First,pick,7,1
4063481435,Dragon Knight,Loss,The Dire,First,pick,10,2
4063481435,Earthshaker,Loss,The Dire,First,pick,16,3
4063481435,Templar Assassin,Loss,The Dire,First,pick,18,4
4063481435,Gyrocopter,Loss,The Dire,First,pick,21,5
4063481435,Tiny,Loss,The Dire,First,ban,1,1
4063481435,Mirana,Loss,The Dire,First,ban,3,2
4063481435,Necrophos,Loss,The Dire,First,ban,5,3
4063481435,Visage,Loss,The Dire,First,ban,11,4
4063481435,Drow Ranger,Loss,The Dire,First,ban,13,5
4063481435,Huskar,Loss,The Dire,First,ban,20,6
4063481435,Weaver,Win,The Radiant,Second,pick,8,1
4063481435,Nature's Prophet,Win,The Radiant,Second,pick,9,2
4063481435,Ursa,Win,The Radiant,Second,pick,15,3
4063481435,Lion,Win,The Radiant,Second,pick,17,4
4063481435,Venomancer,Win,The Radiant,Second,pick,22,5
4063481435,Enchantress,Win,The Radiant,Second,ban,2,1
4063481435,Io,Win,The Radiant,Second,ban,4,2
4063481435,Pugna,Win,The Radiant,Second,ban,6,3
4063481435,Faceless Void,Win,The Radiant,Second,ban,12,4
4063481435,Enigma,Win,The Radiant,Second,ban,14,5
4063481435,Phantom Lancer,Win,The Radiant,Second,ban,19,6
4063413580,Silencer,Win,The Dire,Second,pick,8,1
4063413580,Ursa,Win,The Dire,Second,pick,9,2
4063413580,Kunkka,Win,The Dire,Second,pick,15,3
4063413580,Winter Wyvern,Win,The Dire,Second,pick,17,4
4063413580,Phantom Lancer,Win,The Dire,Second,pick,22,5
4063413580,Nature's Prophet,Win,The Dire,Second,ban,2,1
4063413580,Necrophos,Win,The Dire,Second,ban,4,2
4063413580,Enchantress,Win,The Dire,Second,ban,6,3
4063413580,Bane,Win,The Dire,Second,ban,12,4
4063413580,Mirana,Win,The Dire,Second,ban,14,5
4063413580,Puck,Win,The Dire,Second,ban,19,6
4063413580,Io,Loss,The Radiant,First,pick,7,1
4063413580,Drow Ranger,Loss,The Radiant,First,pick,10,2
4063413580,Lion,Loss,The Radiant,First,pick,16,3
4063413580,Templar Assassin,Loss,The Radiant,First,pick,18,4
4063413580,Pugna,Loss,The Radiant,First,pick,21,5
4063413580,Chen,Loss,The Radiant,First,ban,1,1
4063413580,Tiny,Loss,The Radiant,First,ban,3,2
4063413580,Weaver,Loss,The Radiant,First,ban,5,3
4063413580,Broodmother,Loss,The Radiant,First,ban,11,4
4063413580,Clinkz,Loss,The Radiant,First,ban,13,5
4063413580,Huskar,Loss,The Radiant,First,ban,20,6
4063477071,Tiny,Loss,The Radiant,First,pick,7,1
4063477071,Bane,Loss,The Radiant,First,pick,10,2
4063477071,Io,Loss,The Radiant,First,pick,16,3
4063477071,Gyrocopter,Loss,The Radiant,First,pick,18,4
4063477071,Dragon Knight,Loss,The Radiant,First,pick,21,5
4063477071,Nature's Prophet,Loss,The Radiant,First,ban,1,1
4063477071,Necrophos,Loss,The Radiant,First,ban,3,2
4063477071,Enchantress,Loss,The Radiant,First,ban,5,3
4063477071,Weaver,Loss,The Radiant,First,ban,11,4
4063477071,Drow Ranger,Loss,The Radiant,First,ban,13,5
4063477071,Huskar,Loss,The Radiant,First,ban,20,6
4063477071,Mirana,Win,The Dire,Second,pick,8,1
4063477071,Vengeful Spirit,Win,The Dire,Second,pick,9,2
4063477071,Phantom Lancer,Win,The Dire,Second,pick,15,3
4063477071,Dark Willow,Win,The Dire,Second,pick,17,4
4063477071,Timbersaw,Win,The Dire,Second,pick,22,5
4063477071,Broodmother,Win,The Dire,Second,ban,2,1
4063477071,Chen,Win,The Dire,Second,ban,4,2
4063477071,Silencer,Win,The Dire,Second,ban,6,3
4063477071,Kunkka,Win,The Dire,Second,ban,12,4
4063477071,Earthshaker,Win,The Dire,Second,ban,14,5
4063477071,Ember Spirit,Win,The Dire,Second,ban,19,6
4063527110,Dark Willow,Loss,The Dire,Second,pick,8,1
4063527110,Tiny,Loss,The Dire,Second,pick,9,2
4063527110,Ancient Apparition,Loss,The Dire,Second,pick,15,3
4063527110,Clinkz,Loss,The Dire,Second,pick,17,4
4063527110,Bloodseeker,Loss,The Dire,Second,pick,22,5
4063527110,Weaver,Loss,The Dire,Second,ban,2,1
4063527110,Enchantress,Loss,The Dire,Second,ban,4,2
4063527110,Io,Loss,The Dire,Second,ban,6,3
4063527110,Meepo,Loss,The Dire,Second,ban,12,4
4063527110,Visage,Loss,The Dire,Second,ban,14,5
4063527110,Treant Protector,Loss,The Dire,Second,ban,19,6
4063527110,Winter Wyvern,Win,The Radiant,First,pick,7,1
4063527110,Necrophos,Win,The Radiant,First,pick,10,2
4063527110,Wraith King,Win,The Radiant,First,pick,16,3
4063527110,Templar Assassin,Win,The Radiant,First,pick,18,4
4063527110,Earth Spirit,Win,The Radiant,First,pick,21,5
4063527110,Mirana,Win,The Radiant,First,ban,1,1
4063527110,Pugna,Win,The Radiant,First,ban,3,2
4063527110,Phoenix,Win,The Radiant,First,ban,5,3
4063527110,Batrider,Win,The Radiant,First,ban,11,4
4063527110,Silencer,Win,The Radiant,First,ban,13,5
4063527110,Huskar,Win,The Radiant,First,ban,20,6
4063571098,Winter Wyvern,Win,The Radiant,First,pick,7,1
4063571098,Earthshaker,Win,The Radiant,First,pick,10,2
4063571098,Spectre,Win,The Radiant,First,pick,16,3
4063571098,Batrider,Win,The Radiant,First,pick,18,4
4063571098,Clinkz,Win,The Radiant,First,pick,21,5
4063571098,Weaver,Win,The Radiant,First,ban,1,1
4063571098,Enchantress,Win,The Radiant,First,ban,3,2
4063571098,Necrophos,Win,The Radiant,First,ban,5,3
4063571098,Templar Assassin,Win,The Radiant,First,ban,11,4
4063571098,Visage,Win,The Radiant,First,ban,13,5
4063571098,Broodmother,Win,The Radiant,First,ban,20,6
4063571098,Wraith King,Loss,The Dire,Second,pick,8,1
4063571098,Dark Willow,Loss,The Dire,Second,pick,9,2
4063571098,Crystal Maiden,Loss,The Dire,Second,pick,15,3
4063571098,Doom,Loss,The Dire,Second,pick,17,4
4063571098,Storm Spirit,Loss,The Dire,Second,pick,22,5
4063571098,Io,Loss,The Dire,Second,ban,2,1
4063571098,Mirana,Loss,The Dire,Second,ban,4,2
4063571098,Silencer,Loss,The Dire,Second,ban,6,3
4063571098,Phantom Lancer,Loss,The Dire,Second,ban,12,4
4063571098,Alchemist,Loss,The Dire,Second,ban,14,5
4063571098,Lina,Loss,The Dire,Second,ban,19,6
4063532336,Vengeful Spirit,Loss,The Radiant,Second,pick,8,1
4063532336,Clinkz,Loss,The Radiant,Second,pick,9,2
4063532336,Pudge,Loss,The Radiant,Second,pick,15,3
4063532336,Weaver,Loss,The Radiant,Second,pick,17,4
4063532336,Alchemist,Loss,The Radiant,Second,pick,22,5
4063532336,Crystal Maiden,Loss,The Radiant,Second,ban,2,1
4063532336,Io,Loss,The Radiant,Second,ban,4,2
4063532336,Phoenix,Loss,The Radiant,Second,ban,6,3
4063532336,Winter Wyvern,Loss,The Radiant,Second,ban,12,4
4063532336,Silencer,Loss,The Radiant,Second,ban,14,5
4063532336,Storm Spirit,Loss,The Radiant,Second,ban,19,6
4063532336,Enchantress,Win,The Dire,First,pick,7,1
4063532336,Spectre,Win,The Dire,First,pick,10,2
4063532336,Lich,Win,The Dire,First,pick,16,3
4063532336,Tiny,Win,The Dire,First,pick,18,4
4063532336,Tusk,Win,The Dire,First,pick,21,5
4063532336,Drow Ranger,Win,The Dire,First,ban,1,1
4063532336,Nyx Assassin,Win,The Dire,First,ban,3,2
4063532336,Ursa,Win,The Dire,First,ban,5,3
4063532336,Necrophos,Win,The Dire,First,ban,11,4
4063532336,Mirana,Win,The Dire,First,ban,13,5
4063532336,Huskar,Win,The Dire,First,ban,20,6
4063572817,Spectre,Loss,The Dire,First,pick,7,1
4063572817,Winter Wyvern,Loss,The Dire,First,pick,10,2
4063572817,Dark Willow,Loss,The Dire,First,pick,16,3
4063572817,Clinkz,Loss,The Dire,First,pick,18,4
4063572817,Sand King,Loss,The Dire,First,pick,21,5
4063572817,Crystal Maiden,Loss,The Dire,First,ban,1,1
4063572817,Phoenix,Loss,The Dire,First,ban,3,2
4063572817,Necrophos,Loss,The Dire,First,ban,5,3
4063572817,Alchemist,Loss,The Dire,First,ban,11,4
4063572817,Storm Spirit,Loss,The Dire,First,ban,13,5
4063572817,Silencer,Loss,The Dire,First,ban,20,6
4063572817,Ursa,Win,The Radiant,Second,pick,8,1
4063572817,Undying,Win,The Radiant,Second,pick,9,2
4063572817,Weaver,Win,The Radiant,Second,pick,15,3
4063572817,Tiny,Win,The Radiant,Second,pick,17,4
4063572817,Pugna,Win,The Radiant,Second,pick,22,5
4063572817,Io,Win,The Radiant,Second,ban,2,1
4063572817,Nyx Assassin,Win,The Radiant,Second,ban,4,2
4063572817,Enchantress,Win,The Radiant,Second,ban,6,3
4063572817,Lina,Win,The Radiant,Second,ban,12,4
4063572817,Mirana,Win,The Radiant,Second,ban,14,5
4063572817,Enigma,Win,The Radiant,Second,ban,19,6
4063518923,Vengeful Spirit,Loss,The Dire,Second,pick,8,1
4063518923,Ursa,Loss,The Dire,Second,pick,9,2
4063518923,Phoenix,Loss,The Dire,Second,pick,15,3
4063518923,Sniper,Loss,The Dire,Second,pick,17,4
4063518923,Alchemist,Loss,The Dire,Second,pick,22,5
4063518923,Bloodseeker,Loss,The Dire,Second,ban,2,1
4063518923,Io,Loss,The Dire,Second,ban,4,2
4063518923,Chen,Loss,The Dire,Second,ban,6,3
4063518923,Arc Warden,Loss,The Dire,Second,ban,12,4
4063518923,Earthshaker,Loss,The Dire,Second,ban,14,5
4063518923,Invoker,Loss,The Dire,Second,ban,19,6
4063518923,Enchantress,Win,The Radiant,First,pick,7,1
4063518923,Venomancer,Win,The Radiant,First,pick,10,2
4063518923,Shadow Shaman,Win,The Radiant,First,pick,16,3
4063518923,Phantom Lancer,Win,The Radiant,First,pick,18,4
4063518923,Pugna,Win,The Radiant,First,pick,21,5
4063518923,Wraith King,Win,The Radiant,First,ban,1,1
4063518923,Mirana,Win,The Radiant,First,ban,3,2
4063518923,Tiny,Win,The Radiant,First,ban,5,3
4063518923,Nature's Prophet,Win,The Radiant,First,ban,11,4
4063518923,Weaver,Win,The Radiant,First,ban,13,5
4063518923,Broodmother,Win,The Radiant,First,ban,20,6
4063558826,Necrophos,Loss,The Dire,Second,pick,8,1
4063558826,Crystal Maiden,Loss,The Dire,Second,pick,9,2
4063558826,Winter Wyvern,Loss,The Dire,Second,pick,15,3
4063558826,Bloodseeker,Loss,The Dire,Second,pick,17,4
4063558826,Pangolier,Loss,The Dire,Second,pick,22,5
4063558826,Chen,Loss,The Dire,Second,ban,2,1
4063558826,Enchantress,Loss,The Dire,Second,ban,4,2
4063558826,Pugna,Loss,The Dire,Second,ban,6,3
4063558826,Invoker,Loss,The Dire,Second,ban,12,4
4063558826,Arc Warden,Loss,The Dire,Second,ban,14,5
4063558826,Morphling,Loss,The Dire,Second,ban,19,6
4063558826,Nature's Prophet,Win,The Radiant,First,pick,7,1
4063558826,Silencer,Win,The Radiant,First,pick,10,2
4063558826,Earthshaker,Win,The Radiant,First,pick,16,3
4063558826,Lina,Win,The Radiant,First,pick,18,4
4063558826,Drow Ranger,Win,The Radiant,First,pick,21,5
4063558826,Wraith King,Win,The Radiant,First,ban,1,1
4063558826,Mirana,Win,The Radiant,First,ban,3,2
4063558826,Tiny,Win,The Radiant,First,ban,5,3
4063558826,Alchemist,Win,The Radiant,First,ban,11,4
4063558826,Spectre,Win,The Radiant,First,ban,13,5
4063558826,Broodmother,Win,The Radiant,First,ban,20,6
4063521022,Silencer,Win,The Radiant,First,pick,7,1
4063521022,Weaver,Win,The Radiant,First,pick,10,2
4063521022,Winter Wyvern,Win,The Radiant,First,pick,16,3
4063521022,Necrophos,Win,The Radiant,First,pick,18,4
4063521022,Lina,Win,The Radiant,First,pick,21,5
4063521022,Undying,Win,The Radiant,First,ban,1,1
4063521022,Pugna,Win,The Radiant,First,ban,3,2
4063521022,Tiny,Win,The Radiant,First,ban,5,3
4063521022,Dragon Knight,Win,The Radiant,First,ban,11,4
4063521022,Lycan,Win,The Radiant,First,ban,13,5
4063521022,Invoker,Win,The Radiant,First,ban,20,6
4063521022,Chen,Loss,The Dire,Second,pick,8,1
4063521022,Mirana,Loss,The Dire,Second,pick,9,2
4063521022,Ogre Magi,Loss,The Dire,Second,pick,15,3
4063521022,Wraith King,Loss,The Dire,Second,pick,17,4
4063521022,Templar Assassin,Loss,The Dire,Second,pick,22,5
4063521022,Io,Loss,The Dire,Second,ban,2,1
4063521022,Enchantress,Loss,The Dire,Second,ban,4,2
4063521022,Crystal Maiden,Loss,The Dire,Second,ban,6,3
4063521022,Bloodseeker,Loss,The Dire,Second,ban,12,4
4063521022,Drow Ranger,Loss,The Dire,Second,ban,14,5
4063521022,Huskar,Loss,The Dire,Second,ban,19,6
4063563567,Weaver,Win,The Radiant,First,pick,7,1
4063563567,Vengeful Spirit,Win,The Radiant,First,pick,10,2
4063563567,Dark Willow,Win,The Radiant,First,pick,16,3
4063563567,Underlord,Win,The Radiant,First,pick,18,4
4063563567,Lina,Win,The Radiant,First,pick,21,5
4063563567,Undying,Win,The Radiant,First,ban,1,1
4063563567,Pugna,Win,The Radiant,First,ban,3,2
4063563567,Tiny,Win,The Radiant,First,ban,5,3
4063563567,Dragon Knight,Win,The Radiant,First,ban,11,4
4063563567,Earthshaker,Win,The Radiant,First,ban,13,5
4063563567,Templar Assassin,Win,The Radiant,First,ban,20,6
4063563567,Crystal Maiden,Loss,The Dire,Second,pick,8,1
4063563567,Necrophos,Loss,The Dire,Second,pick,9,2
4063563567,Treant Protector,Loss,The Dire,Second,pick,15,3
4063563567,Spectre,Loss,The Dire,Second,pick,17,4
4063563567,Zeus,Loss,The Dire,Second,pick,22,5
4063563567,Enchantress,Loss,The Dire,Second,ban,2,1
4063563567,Silencer,Loss,The Dire,Second,ban,4,2
4063563567,Io,Loss,The Dire,Second,ban,6,3
4063563567,Drow Ranger,Loss,The Dire,Second,ban,12,4
4063563567,Phoenix,Loss,The Dire,Second,ban,14,5
4063563567,Visage,Loss,The Dire,Second,ban,19,6
4063600107,Tiny,Loss,The Dire,Second,pick,8,1
4063600107,Silencer,Loss,The Dire,Second,pick,9,2
4063600107,Tusk,Loss,The Dire,Second,pick,15,3
4063600107,Clinkz,Loss,The Dire,Second,pick,17,4
4063600107,Winter Wyvern,Loss,The Dire,Second,pick,22,5
4063600107,Wraith King,Loss,The Dire,Second,ban,2,1
4063600107,Dark Willow,Loss,The Dire,Second,ban,4,2
4063600107,Io,Loss,The Dire,Second,ban,6,3
4063600107,Dragon Knight,Loss,The Dire,Second,ban,12,4
4063600107,Spectre,Loss,The Dire,Second,ban,14,5
4063600107,Clockwerk,Loss,The Dire,Second,ban,19,6
4063600107,Necrophos,Win,The Radiant,First,pick,7,1
4063600107,Undying,Win,The Radiant,First,pick,10,2
4063600107,Mirana,Win,The Radiant,First,pick,16,3
4063600107,Drow Ranger,Win,The Radiant,First,pick,18,4
4063600107,Sven,Win,The Radiant,First,pick,21,5
4063600107,Weaver,Win,The Radiant,First,ban,1,1
4063600107,Crystal Maiden,Win,The Radiant,First,ban,3,2
4063600107,Enchantress,Win,The Radiant,First,ban,5,3
4063600107,Phantom Lancer,Win,The Radiant,First,ban,11,4
4063600107,Visage,Win,The Radiant,First,ban,13,5
4063600107,Nature's Prophet,Win,The Radiant,First,ban,20,6
4063643412,Dark Willow,Loss,The Dire,First,pick,7,1
4063643412,Pangolier,Loss,The Dire,First,pick,10,2
4063643412,Jakiro,Loss,The Dire,First,pick,16,3
4063643412,Spectre,Loss,The Dire,First,pick,18,4
4063643412,Templar Assassin,Loss,The Dire,First,pick,21,5
4063643412,Wraith King,Loss,The Dire,First,ban,1,1
4063643412,Necrophos,Loss,The Dire,First,ban,3,2
4063643412,Io,Loss,The Dire,First,ban,5,3
4063643412,Bloodseeker,Loss,The Dire,First,ban,11,4
4063643412,Drow Ranger,Loss,The Dire,First,ban,13,5
4063643412,Huskar,Loss,The Dire,First,ban,20,6
4063643412,Nature's Prophet,Win,The Radiant,Second,pick,8,1
4063643412,Ogre Magi,Win,The Radiant,Second,pick,9,2
4063643412,Mirana,Win,The Radiant,Second,pick,15,3
4063643412,Nyx Assassin,Win,The Radiant,Second,pick,17,4
4063643412,Terrorblade,Win,The Radiant,Second,pick,22,5
4063643412,Tiny,Win,The Radiant,Second,ban,2,1
4063643412,Weaver,Win,The Radiant,Second,ban,4,2
4063643412,Enchantress,Win,The Radiant,Second,ban,6,3
4063643412,Phantom Lancer,Win,The Radiant,Second,ban,12,4
4063643412,Broodmother,Win,The Radiant,Second,ban,14,5
